Algorithm,Iteration,N,Evaluation,TrainingTime
RHC,100,200,200.0,6957278.0
SA,100,200,200.0,1.5742785E7
GA,100,200,100.0,1.8269696E7
MIMIC,100,200,185.0,2.02196239E9
RHC,100,300,300.0,9978859.0
SA,100,300,300.0,1.2553819E7
GA,100,300,147.0,1.2851173E7
MIMIC,100,300,271.0,4.590098414E9
RHC,100,400,400.0,1.3431306E7
SA,100,400,400.0,1.5392262E7
GA,100,400,197.0,1.697237E7
MIMIC,100,400,341.0,8.54776477E9
RHC,100,500,500.0,2.5863821E7
SA,100,500,500.0,3.3465429E7
GA,100,500,264.0,4.5074414E7
MIMIC,100,500,407.0,9.715907569E9
RHC,100,600,599.0,1.6600186E7
SA,100,600,599.0,1.8224798E7
GA,100,600,309.0,2.0893493E7
MIMIC,100,600,477.0,1.549984325E10
RHC,100,700,700.0,2.728639E7
SA,100,700,700.0,3.5643787E7
GA,100,700,357.0,6.2639914E7
MIMIC,100,700,567.0,2.3646244212E10
RHC,200,100,100.0,6805253.0
SA,200,100,100.0,1.9126309E7
GA,200,100,59.0,8578738.0
MIMIC,200,100,100.0,7.30954429E8
RHC,200,200,200.0,1.2934668E7
SA,200,200,200.0,2.0444115E7
GA,200,200,109.0,1.6797108E7
MIMIC,200,200,196.0,4.226134944E9
RHC,200,300,300.0,1.9858467E7
SA,200,300,300.0,3.0380045E7
GA,200,300,152.0,2.470631E7
MIMIC,200,300,281.0,8.054179329E9
RHC,200,400,400.0,2.6441198E7
SA,200,400,400.0,3.7065569E7
GA,200,400,208.0,3.2541074E7
MIMIC,200,400,365.0,1.6108316516E10
RHC,200,500,500.0,4.8151527E7
SA,200,500,500.0,7.3814487E7
GA,200,500,254.0,8.6252515E7
MIMIC,200,500,438.0,2.3098217929E10
RHC,200,600,600.0,6.7419227E7
SA,200,600,600.0,8.7865312E7
GA,200,600,291.0,1.02568344E8
MIMIC,200,600,513.0,3.0430560347E10
RHC,200,700,700.0,4.1402594E7
SA,200,700,700.0,9.6158906E7
GA,200,700,369.0,1.19474548E8
MIMIC,200,700,589.0,4.2839381222E10
RHC,400,100,100.0,1.8455591E7
SA,400,100,100.0,2.782202E7
GA,400,100,62.0,1.3751896E7
MIMIC,400,100,100.0,1.554116707E9
RHC,400,200,200.0,2.8388369E7
SA,400,200,200.0,4.6644674E7
GA,400,200,111.0,3.2882144E7
MIMIC,400,200,200.0,5.614037907E9
RHC,400,300,300.0,5.4880767E7
SA,400,300,300.0,1.18816038E8
GA,400,300,161.0,9.9544006E7
MIMIC,400,300,295.0,1.5299767868E10
RHC,400,400,400.0,1.01624297E8
SA,400,400,400.0,1.47361157E8
GA,400,400,204.0,1.35987693E8
MIMIC,400,400,373.0,2.620971829E10
RHC,400,500,500.0,1.02586461E8
SA,400,500,500.0,1.62744361E8
GA,400,500,262.0,1.60367505E8
MIMIC,400,500,455.0,4.256828411E10
RHC,400,600,600.0,7.0603859E7
SA,400,600,600.0,1.04644697E8
GA,400,600,288.0,1.96146775E8
MIMIC,400,600,539.0,6.0551433833E10
RHC,400,700,700.0,1.38147935E8
SA,400,700,700.0,1.75113073E8
GA,400,700,362.0,1.83988377E8
MIMIC,400,700,613.0,8.1740559922E10
RHC,10,100,99.0,339494.0
SA,10,100,100.0,434412.0
GA,10,100,64.0,492307.0
MIMIC,10,100,78.0,4.2623514E7
RHC,10,200,189.0,573833.0
SA,10,200,193.0,769968.0
GA,10,200,110.0,940503.0
MIMIC,10,200,148.0,1.69431855E8
RHC,10,300,275.0,914509.0
SA,10,300,267.0,1003124.0
GA,10,300,169.0,1346558.0
MIMIC,10,300,206.0,4.868562E8
RHC,10,400,344.0,2485163.0
SA,10,400,335.0,2741558.0
GA,10,400,217.0,4502046.0
MIMIC,10,400,265.0,1.017248061E9
RHC,10,500,425.0,1563960.0
SA,10,500,396.0,1697867.0
GA,10,500,270.0,2596229.0
MIMIC,10,500,339.0,1.622637519E9
RHC,10,600,456.0,1868402.0
SA,10,600,464.0,2072808.0
GA,10,600,318.0,3110590.0
MIMIC,10,600,387.0,2.209524519E9
RHC,10,700,534.0,2127158.0
SA,10,700,514.0,2203958.0
GA,10,700,364.0,3618257.0
MIMIC,10,700,444.0,3.109853301E9
RHC,30,100,100.0,1064170.0
SA,30,100,100.0,1626187.0
GA,30,100,68.0,1549781.0
MIMIC,30,100,91.0,1.26246324E8
RHC,30,200,200.0,1990494.0
SA,30,200,200.0,2643095.0
GA,30,200,116.0,2964079.0
MIMIC,30,200,165.0,6.12509787E8
RHC,30,300,299.0,3452842.0
SA,30,300,300.0,4212175.0
GA,30,300,178.0,5090844.0
MIMIC,30,300,236.0,1.323990141E9
RHC,30,400,395.0,3971930.0
SA,30,400,393.0,4545369.0
GA,30,400,224.0,5771409.0
MIMIC,30,400,304.0,2.119478092E9
RHC,30,500,488.0,8792596.0
SA,30,500,490.0,5271226.0
GA,30,500,256.0,7197522.0
MIMIC,30,500,378.0,2.882704599E9
RHC,30,600,579.0,5023103.0
SA,30,600,574.0,5481539.0
GA,30,600,328.0,7227061.0
MIMIC,30,600,429.0,6.256646139E9
RHC,30,700,655.0,6794619.0
SA,30,700,653.0,1.579556E7
GA,30,700,360.0,1.0854377E7
MIMIC,30,700,508.0,7.933727651E9
RHC,60,100,100.0,2047602.0
SA,60,100,100.0,3447722.0
GA,60,100,62.0,2809692.0
MIMIC,60,100,93.0,2.42865099E8
RHC,60,200,200.0,3980594.0
SA,60,200,200.0,5273589.0
GA,60,200,110.0,5505564.0
MIMIC,60,200,179.0,1.311906179E9
RHC,60,300,300.0,9608250.0
SA,60,300,300.0,1.2558939E7
GA,60,300,165.0,1.4477359E7
MIMIC,60,300,258.0,2.777643214E9
RHC,60,400,400.0,7746937.0
SA,60,400,399.0,9247487.0
GA,60,400,212.0,1.0644457E7
MIMIC,60,400,326.0,4.610072279E9
RHC,60,500,500.0,1.3630986E7
SA,60,500,500.0,1.5939707E7
GA,60,500,243.0,2.1433455E7
MIMIC,60,500,400.0,6.417712719E9
RHC,60,600,600.0,9905997.0
SA,60,600,598.0,1.0855952E7
GA,60,600,321.0,1.2912219E7
MIMIC,60,600,481.0,1.0164446561E10
RHC,60,700,690.0,1.6635238E7
SA,60,700,694.0,1.8567049E7
GA,60,700,366.0,2.6793296E7
MIMIC,60,700,538.0,1.500469818E10
RHC,100,100,100.0,3322085.0
SA,100,100,100.0,5572123.0
GA,100,100,56.0,4479596.0
MIMIC,100,100,97.0,5.30018495E8
RHC,100,200,200.0,9271512.0
SA,100,200,200.0,1.3582936E7
GA,100,200,116.0,1.395512E7
MIMIC,100,200,185.0,2.031038554E9
RHC,100,300,300.0,1.2129254E7
SA,100,300,300.0,1.5077974E7
GA,100,300,161.0,1.6399718E7
MIMIC,100,300,270.0,4.084416802E9
RHC,100,400,400.0,1.8662753E7
SA,100,400,400.0,1.6413897E7
GA,100,400,209.0,1.8274815E7
MIMIC,100,400,340.0,7.88326189E9
RHC,100,500,500.0,1.3615233E7
SA,100,500,500.0,3.2967215E7
GA,100,500,252.0,4.4945232E7
MIMIC,100,500,423.0,1.126565732E10
RHC,100,600,599.0,2.7415966E7
SA,100,600,600.0,3.5148724E7
GA,100,600,309.0,3.7550786E7
MIMIC,100,600,488.0,1.6584598365E10
RHC,100,700,700.0,1.8852587E7
SA,100,700,700.0,2.0740288E7
GA,100,700,369.0,2.4397141E7
MIMIC,100,700,558.0,2.3542011478E10
RHC,200,100,100.0,5619779.0
SA,200,100,100.0,1.134944E7
GA,200,100,51.0,1.1031607E7
MIMIC,200,100,97.0,8.32995808E8
RHC,200,200,200.0,2.2254229E7
SA,200,200,200.0,2.9563997E7
GA,200,200,106.0,2.2813883E7
MIMIC,200,200,195.0,4.144824794E9
RHC,200,300,300.0,2.4290803E7
SA,200,300,300.0,3.6171146E7
GA,200,300,148.0,3.1382381E7
MIMIC,200,300,287.0,9.583757504E9
RHC,200,400,400.0,4.2370665E7
SA,200,400,400.0,4.7914431E7
GA,200,400,209.0,4.9401591E7
MIMIC,200,400,359.0,1.360052665E10
RHC,200,500,500.0,3.6284574E7
SA,200,500,500.0,4.1093031E7
GA,200,500,268.0,4.0288799E7
MIMIC,200,500,435.0,1.9594258602E10
RHC,200,600,600.0,5.47571E7
SA,200,600,600.0,8.6232034E7
GA,200,600,301.0,1.03356035E8
MIMIC,200,600,516.0,3.1898027544E10
RHC,200,700,700.0,6.9457376E7
SA,200,700,700.0,9.2611934E7
GA,200,700,374.0,1.16578603E8
MIMIC,200,700,596.0,3.999783267E10
RHC,400,100,100.0,1.130336E7
SA,400,100,100.0,2.7597921E7
GA,400,100,54.0,2.1272767E7
MIMIC,400,100,100.0,1.15507895E9
RHC,400,200,200.0,2.2727631E7
SA,400,200,200.0,3.9395164E7
GA,400,200,108.0,2.7130821E7
MIMIC,400,200,199.0,4.56021107E9
RHC,400,300,300.0,3.5425991E7
SA,400,300,300.0,5.1652417E7
GA,400,300,155.0,3.9216358E7
MIMIC,400,300,293.0,1.3703588483E10
RHC,400,400,400.0,8.8998798E7
SA,400,400,400.0,1.43439246E8
GA,400,400,203.0,1.18660076E8
MIMIC,400,400,375.0,2.8796592687E10
RHC,400,500,500.0,1.21195651E8
SA,400,500,500.0,1.59602264E8
GA,400,500,266.0,1.66006582E8
MIMIC,400,500,459.0,4.5970085874E10
RHC,400,600,600.0,6.9812231E7
SA,400,600,600.0,8.9841627E7
GA,400,600,310.0,7.7753333E7
MIMIC,400,600,536.0,6.418821473E10
RHC,400,700,700.0,9.0571028E7
SA,400,700,700.0,1.4963719E8
GA,400,700,384.0,2.2082906E8
MIMIC,400,700,606.0,9.031111652E10
RHC,10,100,100.0,361550.0
SA,10,100,98.0,537205.0
GA,10,100,61.0,567137.0
MIMIC,10,100,80.0,5.2126607E7
RHC,10,200,191.0,638030.0
SA,10,200,188.0,897967.0
GA,10,200,120.0,1083469.0
MIMIC,10,200,141.0,2.03595571E8
RHC,10,300,270.0,1043690.0
SA,10,300,270.0,1206349.0
GA,10,300,174.0,1579713.0
MIMIC,10,300,209.0,4.71102782E8
RHC,10,400,344.0,1353646.0
SA,10,400,332.0,1542692.0
GA,10,400,227.0,2120463.0
MIMIC,10,400,257.0,1.076094851E9
RHC,10,500,407.0,1879430.0
SA,10,500,412.0,2057448.0
GA,10,500,276.0,3216140.0
MIMIC,10,500,326.0,1.603305229E9
RHC,10,600,466.0,2168906.0
SA,10,600,449.0,2270518.0
GA,10,600,326.0,3705690.0
MIMIC,10,600,386.0,1.883098444E9
RHC,10,700,546.0,1823897.0
SA,10,700,528.0,1994038.0
GA,10,700,356.0,3025520.0
MIMIC,10,700,440.0,2.64282091E9
RHC,30,100,100.0,1066927.0
SA,30,100,100.0,1647061.0
GA,30,100,62.0,1516699.0
MIMIC,30,100,85.0,1.24600443E8
RHC,30,200,200.0,1922753.0
SA,30,200,200.0,2624979.0
GA,30,200,121.0,2960535.0
MIMIC,30,200,165.0,4.99612062E8
RHC,30,300,299.0,3060178.0
SA,30,300,299.0,3673395.0
GA,30,300,163.0,4336631.0
MIMIC,30,300,236.0,1.146117788E9
RHC,30,400,397.0,4196422.0
SA,30,400,395.0,4578058.0
GA,30,400,216.0,5759988.0
MIMIC,30,400,313.0,2.098655885E9
RHC,30,500,491.0,4668643.0
SA,30,500,487.0,5453970.0
GA,30,500,284.0,7177831.0
MIMIC,30,500,372.0,3.390989922E9
RHC,30,600,580.0,5769046.0
SA,30,600,575.0,6097906.0
GA,30,600,302.0,8665778.0
MIMIC,30,600,429.0,4.900752954E9
RHC,30,700,663.0,5436641.0
SA,30,700,657.0,1.1916184E7
GA,30,700,377.0,8426320.0
MIMIC,30,700,497.0,7.207398542E9
RHC,60,100,100.0,2024365.0
SA,60,100,100.0,3350442.0
GA,60,100,57.0,2867981.0
MIMIC,60,100,94.0,2.38197244E8
RHC,60,200,200.0,3876619.0
SA,60,200,200.0,5213330.0
GA,60,200,99.0,5472481.0
MIMIC,60,200,181.0,9.02068397E8
RHC,60,300,300.0,5082968.0
SA,60,300,300.0,6126263.0
GA,60,300,150.0,6710336.0
MIMIC,60,300,254.0,2.117226478E9
RHC,60,400,400.0,1.139237E7
SA,60,400,400.0,9167143.0
GA,60,400,207.0,1.0607829E7
MIMIC,60,400,327.0,3.830845412E9
RHC,60,500,497.0,9397936.0
SA,60,500,499.0,1.0776395E7
GA,60,500,250.0,1.3301731E7
MIMIC,60,500,406.0,5.70258654E9
RHC,60,600,592.0,9718920.0
SA,60,600,599.0,1.0799239E7
GA,60,600,320.0,1.3143012E7
MIMIC,60,600,472.0,1.0472455641E10
RHC,60,700,693.0,1.4238295E7
SA,60,700,692.0,1.5696705E7
GA,60,700,356.0,2.1824543E7
MIMIC,60,700,542.0,1.4612960347E10
RHC,100,100,100.0,3391796.0
SA,100,100,100.0,5736750.0
GA,100,100,58.0,4519769.0
MIMIC,100,100,95.0,3.80554991E8
RHC,100,200,200.0,6540983.0
SA,100,200,200.0,8820166.0
GA,100,200,112.0,8783932.0
MIMIC,100,200,188.0,1.771429517E9
RHC,100,300,300.0,1.0052901E7
SA,100,300,300.0,2.5677532E7
GA,100,300,155.0,2.7202501E7
MIMIC,100,300,267.0,4.129939804E9
RHC,100,400,400.0,1.3349386E7
SA,100,400,400.0,1.9072352E7
GA,100,400,204.0,1.6975914E7
MIMIC,100,400,343.0,8.240073129E9
RHC,100,500,500.0,1.6711644E7
SA,100,500,500.0,2.2569305E7
GA,100,500,262.0,2.2965119E7
MIMIC,100,500,421.0,1.2727170758E10
RHC,100,600,600.0,2.7863373E7
SA,100,600,600.0,3.0884955E7
GA,100,600,323.0,4.0108417E7
MIMIC,100,600,493.0,1.8714136446E10
RHC,100,700,700.0,2.3742177E7
SA,100,700,700.0,2.3096664E7
GA,100,700,346.0,2.9398188E7
MIMIC,100,700,552.0,2.4716612946E10
RHC,200,100,100.0,6665832.0
SA,200,100,100.0,1.3940154E7
GA,200,100,53.0,8610639.0
MIMIC,200,100,98.0,8.70552896E8
RHC,200,200,200.0,2.158548E7
SA,200,200,200.0,3.3475275E7
GA,200,200,102.0,2.6876397E7
MIMIC,200,200,193.0,2.969904705E9
RHC,200,300,300.0,3.0849115E7
SA,200,300,300.0,5.2728797E7
GA,200,300,161.0,5.2305807E7
MIMIC,200,300,285.0,7.87104087E9
RHC,200,400,400.0,3.8481443E7
SA,200,400,400.0,5.2183714E7
GA,200,400,234.0,4.7806912E7
MIMIC,200,400,367.0,1.4220009074E10
RHC,200,500,500.0,4.2592006E7
SA,200,500,500.0,4.3706588E7
GA,200,500,265.0,4.5765612E7
MIMIC,200,500,437.0,2.2340994806E10
RHC,200,600,600.0,4.1438827E7
SA,200,600,600.0,4.7427639E7
GA,200,600,305.0,4.8181459E7
MIMIC,200,600,516.0,3.3135341393E10
RHC,200,700,700.0,4.5202019E7
SA,200,700,700.0,4.9012473E7
GA,200,700,370.0,5.6043793E7
MIMIC,200,700,582.0,4.6220641196E10
RHC,400,100,100.0,1.2870077E7
SA,400,100,100.0,3.0828635E7
GA,400,100,55.0,1.3686518E7
MIMIC,400,100,100.0,1.636004235E9
RHC,400,200,200.0,3.444059E7
SA,400,200,200.0,9.5033296E7
GA,400,200,112.0,6.9607825E7
MIMIC,400,200,199.0,7.038524371E9
RHC,400,300,300.0,4.3437199E7
SA,400,300,300.0,6.0248091E7
GA,400,300,152.0,4.8229114E7
MIMIC,400,300,294.0,1.4602750695E10
RHC,400,400,400.0,9.0529675E7
SA,400,400,400.0,1.45449039E8
GA,400,400,211.0,1.439989E8
MIMIC,400,400,377.0,2.7193599384E10
RHC,400,500,500.0,9.344098E7
SA,400,500,500.0,1.68097901E8
GA,400,500,259.0,1.67594566E8
MIMIC,400,500,464.0,4.4297044427E10
RHC,400,600,600.0,1.40645701E8
SA,400,600,600.0,1.77243382E8
GA,400,600,290.0,1.70010413E8
MIMIC,400,600,533.0,6.0399795122E10
RHC,400,700,700.0,7.0271454E7
SA,400,700,700.0,9.2229117E7
GA,400,700,360.0,9.4670564E7
MIMIC,400,700,606.0,9.395765336E10
RHC,10,100,99.0,304836.0
SA,10,100,100.0,462768.0
GA,10,100,61.0,439138.0
MIMIC,10,100,84.0,4.2960645E7
RHC,10,200,189.0,577771.0
SA,10,200,193.0,733340.0
GA,10,200,120.0,907814.0
MIMIC,10,200,142.0,1.69518107E8
RHC,10,300,267.0,901118.0
SA,10,300,272.0,987370.0
GA,10,300,167.0,1292994.0
MIMIC,10,300,205.0,3.74703632E8
RHC,10,400,343.0,1172478.0
SA,10,400,340.0,1348527.0
GA,10,400,224.0,1732131.0
MIMIC,10,400,272.0,1.006015199E9
RHC,10,500,394.0,1829017.0
SA,10,500,406.0,1956230.0
GA,10,500,281.0,3188177.0
MIMIC,10,500,335.0,1.322463991E9
RHC,10,600,464.0,1749855.0
SA,10,600,458.0,1741191.0
GA,10,600,298.0,2545028.0
MIMIC,10,600,381.0,2.422445165E9
RHC,10,700,540.0,2105497.0
SA,10,700,518.0,2235466.0
GA,10,700,357.0,3613137.0
MIMIC,10,700,448.0,2.900497348E9
RHC,30,100,100.0,867248.0
SA,30,100,100.0,1341437.0
GA,30,100,59.0,1231948.0
MIMIC,30,100,86.0,1.03488366E8
RHC,30,200,200.0,1652575.0
SA,30,200,200.0,2296118.0
GA,30,200,107.0,2487527.0
MIMIC,30,200,162.0,4.13567498E8
RHC,30,300,300.0,2619072.0
SA,30,300,298.0,3104288.0
GA,30,300,161.0,3535943.0
MIMIC,30,300,237.0,9.48032901E8
RHC,30,400,397.0,3243316.0
SA,30,400,394.0,3995955.0
GA,30,400,209.0,4732052.0
MIMIC,30,400,305.0,1.695801373E9
RHC,30,500,486.0,7395233.0
SA,30,500,483.0,4540643.0
GA,30,500,269.0,6014806.0
MIMIC,30,500,371.0,3.267885697E9
RHC,30,600,573.0,5693427.0
SA,30,600,584.0,6257414.0
GA,30,600,319.0,8574800.0
MIMIC,30,600,430.0,5.674520336E9
RHC,30,700,651.0,7160108.0
SA,30,700,652.0,7752057.0
GA,30,700,387.0,1.2250165E7
MIMIC,30,700,496.0,8.36544551E9
RHC,60,100,100.0,2018851.0
SA,60,100,100.0,3433937.0
GA,60,100,62.0,2823871.0
MIMIC,60,100,92.0,3.96022478E8
RHC,60,200,200.0,6232208.0
SA,60,200,200.0,9080104.0
GA,60,200,104.0,9827228.0
MIMIC,60,200,179.0,1.026595192E9
RHC,60,300,300.0,5949033.0
SA,60,300,300.0,7237301.0
GA,60,300,167.0,8063588.0
MIMIC,60,300,255.0,2.867783376E9
RHC,60,400,400.0,8252240.0
SA,60,400,400.0,8947377.0
GA,60,400,222.0,1.069605E7
MIMIC,60,400,334.0,4.045339471E9
RHC,60,500,499.0,1.2467961E7
SA,60,500,499.0,1.3382863E7
GA,60,500,269.0,1.6983003E7
MIMIC,60,500,405.0,6.903909623E9
RHC,60,600,594.0,1.6194919E7
SA,60,600,599.0,1.8306324E7
GA,60,600,314.0,2.579411E7
MIMIC,60,600,469.0,1.080512889E10
RHC,60,700,694.0,1.0753552E7
SA,60,700,697.0,1.4365901E7
GA,60,700,369.0,1.54474E7
MIMIC,60,700,535.0,1.269817823E10
RHC,100,100,100.0,2865224.0
SA,100,100,100.0,4684003.0
GA,100,100,64.0,3793911.0
MIMIC,100,100,97.0,3.17229787E8
RHC,100,200,200.0,5733994.0
SA,100,200,200.0,7835158.0
GA,100,200,96.0,7319615.0
MIMIC,100,200,189.0,1.54837011E9
RHC,100,300,300.0,1.1847654E7
SA,100,300,300.0,1.4485236E7
GA,100,300,170.0,1.563684E7
MIMIC,100,300,273.0,4.045621071E9
RHC,100,400,400.0,1.6369392E7
SA,100,400,400.0,1.891127E7
GA,100,400,213.0,2.1659129E7
MIMIC,100,400,343.0,6.39982466E9
RHC,100,500,500.0,1.566244E7
SA,100,500,500.0,1.8082226E7
GA,100,500,263.0,2.0921063E7
MIMIC,100,500,420.0,1.1087874763E10
RHC,100,600,600.0,2.0537064E7
SA,100,600,600.0,2.2877686E7
GA,100,600,298.0,2.6211981E7
MIMIC,100,600,485.0,1.4178862874E10
RHC,100,700,700.0,1.8694261E7
SA,100,700,700.0,2.0279095E7
GA,100,700,356.0,2.4635811E7
MIMIC,100,700,554.0,2.215918715E10
RHC,200,100,100.0,6980908.0
SA,200,100,100.0,1.4637655E7
GA,200,100,57.0,8933986.0
MIMIC,200,100,100.0,7.32112334E8
RHC,200,200,200.0,1.3237534E7
SA,200,200,200.0,2.0513039E7
GA,200,200,111.0,1.6721884E7
MIMIC,200,200,197.0,4.064872622E9
RHC,200,300,300.0,3.1698639E7
SA,200,300,300.0,4.2481336E7
GA,200,300,145.0,3.9144285E7
MIMIC,200,300,284.0,6.934690209E9
RHC,200,400,400.0,2.6692471E7
SA,200,400,400.0,2.9613228E7
GA,200,400,210.0,2.7464408E7
MIMIC,200,400,366.0,1.6757570888E10
RHC,200,500,500.0,4.1841337E7
SA,200,500,500.0,7.4113021E7
GA,200,500,274.0,8.9045271E7
MIMIC,200,500,432.0,2.0931384666E10
RHC,200,600,600.0,3.2120841E7
SA,200,600,600.0,4.2189891E7
GA,200,600,316.0,3.9571212E7
MIMIC,200,600,509.0,3.1981420742E10
RHC,200,700,700.0,4.1070582E7
SA,200,700,700.0,4.5955839E7
GA,200,700,367.0,4.7603687E7
MIMIC,200,700,586.0,4.0372742676E10
RHC,400,100,100.0,1.1445145E7
SA,400,100,100.0,2.7682204E7
GA,400,100,52.0,1.4075243E7
MIMIC,400,100,99.0,1.184460991E9
RHC,400,200,200.0,2.3076971E7
SA,400,200,200.0,4.1879934E7
GA,400,200,100.0,2.8451384E7
MIMIC,400,200,199.0,5.489376023E9
RHC,400,300,300.0,3.9232112E7
SA,400,300,300.0,5.1619729E7
GA,400,300,156.0,3.9722055E7
MIMIC,400,300,292.0,1.0586278902E10
RHC,400,400,400.0,8.0485832E7
SA,400,400,400.0,1.42827211E8
GA,400,400,199.0,1.17556127E8
MIMIC,400,400,377.0,2.5256644958E10
RHC,400,500,500.0,7.0295084E7
SA,400,500,500.0,8.8011428E7
GA,400,500,261.0,7.8868703E7
MIMIC,400,500,448.0,4.4300887176E10
RHC,400,600,600.0,1.41308149E8
SA,400,600,600.0,1.84568905E8
GA,400,600,305.0,2.01424303E8
MIMIC,400,600,538.0,5.8813902976E10
RHC,400,700,700.0,8.9205567E7
SA,400,700,700.0,1.07040851E8
GA,400,700,351.0,1.09584304E8
MIMIC,400,700,604.0,8.3375900921E10
RHC,10,100,99.0,365095.0
SA,10,100,100.0,522239.0
GA,10,100,65.0,560048.0
MIMIC,10,100,80.0,5.2358976E7
RHC,10,200,191.0,700651.0
SA,10,200,186.0,842041.0
GA,10,200,121.0,1079530.0
MIMIC,10,200,146.0,2.0024631E8
RHC,10,300,278.0,1041721.0
SA,10,300,266.0,1217769.0
GA,10,300,169.0,1585621.0
MIMIC,10,300,203.0,6.98518117E8
RHC,10,400,333.0,1591529.0
SA,10,400,340.0,1843589.0
GA,10,400,216.0,2711625.0
MIMIC,10,400,259.0,1.157828384E9
RHC,10,500,413.0,2940055.0
SA,10,500,409.0,3194086.0
GA,10,500,282.0,5555582.0
MIMIC,10,500,327.0,1.775334493E9
RHC,10,600,469.0,3108227.0
SA,10,600,457.0,3242135.0
GA,10,600,312.0,5088875.0
MIMIC,10,600,397.0,2.348836265E9
RHC,10,700,536.0,2129916.0
SA,10,700,521.0,2274456.0
GA,10,700,379.0,3617469.0
MIMIC,10,700,457.0,3.465127362E9
RHC,30,100,100.0,1270545.0
SA,30,100,100.0,2191355.0
GA,30,100,59.0,1958199.0
MIMIC,30,100,88.0,1.80563498E8
RHC,30,200,200.0,3817148.0
SA,30,200,200.0,5245232.0
GA,30,200,123.0,6336971.0
MIMIC,30,200,167.0,6.90279268E8
RHC,30,300,296.0,3035759.0
SA,30,300,298.0,3657247.0
GA,30,300,149.0,4396495.0
MIMIC,30,300,232.0,1.148207531E9
RHC,30,400,395.0,3970355.0
SA,30,400,392.0,4612716.0
GA,30,400,219.0,5784012.0
MIMIC,30,400,310.0,2.880379336E9
RHC,30,500,489.0,4732445.0
SA,30,500,486.0,5232235.0
GA,30,500,261.0,7241633.0
MIMIC,30,500,372.0,4.184053755E9
RHC,30,600,576.0,5624111.0
SA,30,600,565.0,6190854.0
GA,30,600,323.0,8596068.0
MIMIC,30,600,437.0,5.890867043E9
RHC,30,700,660.0,1.4341483E7
SA,30,700,650.0,1.2367924E7
GA,30,700,395.0,2.1619743E7
MIMIC,30,700,504.0,7.080888342E9
RHC,60,100,100.0,1954261.0
SA,60,100,100.0,2734468.0
GA,60,100,67.0,2271306.0
MIMIC,60,100,96.0,2.04564037E8
RHC,60,200,200.0,3320903.0
SA,60,200,200.0,4446908.0
GA,60,200,115.0,4564667.0
MIMIC,60,200,184.0,7.70650097E8
RHC,60,300,300.0,5322425.0
SA,60,300,300.0,6288528.0
GA,60,300,162.0,6769413.0
MIMIC,60,300,258.0,1.741565409E9
RHC,60,400,400.0,7255418.0
SA,60,400,400.0,7874543.0
GA,60,400,193.0,9303808.0
MIMIC,60,400,323.0,4.522223902E9
RHC,60,500,500.0,9450318.0
SA,60,500,500.0,1.0692112E7
GA,60,500,258.0,1.3275737E7
MIMIC,60,500,409.0,7.043632939E9
RHC,60,600,598.0,1.1291151E7
SA,60,600,595.0,1.2490804E7
GA,60,600,323.0,1.6043289E7
MIMIC,60,600,461.0,1.0079257429E10
RHC,60,700,697.0,1.6649023E7
SA,60,700,696.0,1.3727084E7
GA,60,700,369.0,1.8747824E7
MIMIC,60,700,534.0,1.2929689949E10
RHC,100,100,100.0,3409519.0
SA,100,100,100.0,5562671.0
GA,100,100,57.0,4501652.0
MIMIC,100,100,96.0,3.7897961E8
RHC,100,200,200.0,6437402.0
SA,100,200,200.0,9022996.0
GA,100,200,110.0,8721310.0
MIMIC,100,200,188.0,1.355702565E9
RHC,100,300,300.0,8887514.0
SA,100,300,300.0,1.0353011E7
GA,100,300,159.0,1.0412089E7
MIMIC,100,300,267.0,3.694587542E9
RHC,100,400,400.0,1.406264E7
SA,100,400,400.0,1.3332845E7
GA,100,400,211.0,1.41804E7
MIMIC,100,400,345.0,6.656579895E9
RHC,100,500,500.0,1.3716056E7
SA,100,500,500.0,2.139919E7
GA,100,500,247.0,1.804481E7
MIMIC,100,500,415.0,9.548116081E9
RHC,100,600,600.0,1.6955434E7
SA,100,600,600.0,1.8762396E7
GA,100,600,310.0,2.1327904E7
MIMIC,100,600,495.0,1.8099421126E10
RHC,100,700,700.0,4.2742455E7
SA,100,700,700.0,5.2154964E7
GA,100,700,378.0,6.282187E7
MIMIC,100,700,564.0,2.4045399336E10
RHC,200,100,100.0,6572096.0
SA,200,100,100.0,1.3736143E7
GA,200,100,55.0,1.1966201E7
MIMIC,200,100,99.0,7.29036403E8
RHC,200,200,200.0,1.3107172E7
SA,200,200,200.0,2.3265229E7
GA,200,200,112.0,1.6699435E7
MIMIC,200,200,196.0,2.620304774E9
RHC,200,300,300.0,1.8140515E7
SA,200,300,300.0,2.3960761E7
GA,200,300,168.0,2.020387E7
MIMIC,200,300,288.0,6.141662216E9
RHC,200,400,400.0,3.3842733E7
SA,200,400,400.0,3.6005337E7
GA,200,400,222.0,3.5216466E7
MIMIC,200,400,358.0,1.3080668576E10
RHC,200,500,500.0,3.6231011E7
SA,200,500,500.0,3.8523191E7
GA,200,500,234.0,4.0258079E7
MIMIC,200,500,448.0,2.3264481692E10
RHC,200,600,600.0,4.2958676E7
SA,200,600,600.0,4.4632125E7
GA,200,600,311.0,5.1581131E7
MIMIC,200,600,521.0,3.4415154695E10
RHC,200,700,700.0,5.2073832E7
SA,200,700,700.0,5.8115813E7
GA,200,700,342.0,6.0450134E7
