Algorithm,Iteration,NumberOfPoints,Evaluation,TrainingTime
GA,200,20,0.2369786993440425,4.557422E7
MIMIC,200,20,0.16302719513169073,3.34435838E8
RHC,200,40,0.12132949631333693,1034238.0
SA,200,40,0.115852190307665,1553326.0
GA,200,40,0.16990807040576664,8.9696333E7
MIMIC,200,40,0.11218638729796886,2.908796814E9
RHC,200,60,0.07597699955373656,2419393.0
SA,200,60,0.07388703464245983,3248437.0
GA,200,60,0.107333188252461,1.9788056E8
MIMIC,200,60,0.06447923167183708,1.0587652472E10
RHC,200,80,0.05987924159701151,2326445.0
SA,200,80,0.05587901061630141,2920364.0
GA,200,80,0.09730145582663266,2.12281125E8
MIMIC,200,80,0.04786433278273922,3.024981696E10
RHC,400,10,0.25079902169977386,733340.0
SA,400,10,0.25356601785078436,2101559.0
GA,400,10,0.3087865070791352,5.371028E7
MIMIC,400,10,0.3087865070791352,1.74952453E8
RHC,400,20,0.16752846708606936,1166964.0
SA,400,20,0.1901069774209366,2551724.0
GA,400,20,0.2242194229647658,9.2184255E7
MIMIC,400,20,0.24379488449987785,7.35517023E8
RHC,400,40,0.13351393627043542,2100771.0
SA,400,40,0.1164217075813932,3436301.0
GA,400,40,0.16316529798064952,1.77743635E8
MIMIC,400,40,0.11640303163896133,5.213490624E9
RHC,400,60,0.08936210703795211,3013312.0
SA,400,60,0.09467828557535701,4354749.0
GA,400,60,0.11240709994691064,2.78442435E8
MIMIC,400,60,0.07829459109619319,2.1056696023E10
RHC,400,80,0.06870729056263802,3942787.0
SA,400,80,0.06006590213404726,5311793.0
GA,400,80,0.11651178483389715,3.56440772E8
MIMIC,400,80,0.05421251751440116,6.3093056229E10
