gridWorld,strategy,maxIteration,gamma,lastMaxDelta,rewards,numOfActions,runningTime
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-3,3,4613112.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-3,3,5063277.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-4,4,5334243.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-5,5,4719450.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-4,4,4717087.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-3,3,4637137.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-10,10,4624533.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-3,3,4597358.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-7,7,4589481.0
small,PolicyIteration,6,0.99,2.1743553379316438E-4,-4,4,4628078.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5329516.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5321639.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-6,6,5381111.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-6,6,5335818.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5331486.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5445307.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5324790.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5329911.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-3,3,5358662.0
small,PolicyIteration,7,0.8,8.63728999433988E-9,-6,6,5322428.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-3,3,5312975.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-5,5,5365356.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-3,3,5306674.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-3,3,5373234.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-8,8,5300766.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-6,6,5307461.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-5,5,5751719.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-4,4,5364569.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-3,3,5313763.0
small,PolicyIteration,7,0.9,2.997594252818203E-7,-3,3,5353935.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-7,7,5295646.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-3,3,5389775.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-3,3,5366538.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-3,3,5331092.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-5,5,5298009.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-4,4,5305098.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-6,6,5307461.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-4,4,5318489.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-6,6,5299979.0
small,PolicyIteration,7,0.99,5.542504522892955E-6,-4,4,5317308.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-4,4,6114056.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-4,4,6050648.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-6,6,6061281.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-3,3,6169589.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-3,3,6056162.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-3,3,6279078.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-16,16,6052223.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-3,3,4.4198913E7
small,PolicyIteration,8,0.8,5.925038237819535E-11,-8,8,9318777.0
small,PolicyIteration,8,0.8,5.925038237819535E-11,-5,5,9360919.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-3,3,9747676.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-3,3,9371553.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-6,6,9217559.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-3,3,9345952.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-3,3,9212045.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-6,6,9219922.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-6,6,9201411.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-5,5,8397179.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-5,5,8285721.0
small,PolicyIteration,8,0.9,4.199701919560539E-9,-3,3,8284539.0
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-4,4,8404268.0
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-5,5,1.2339572E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-3,3,1.2083179E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-6,6,1.2075696E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-3,3,1.0598775E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-7,7,1.0486135E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-3,3,1.0569631E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-3,3,1.0453446E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-3,3,1.0468806E7
small,PolicyIteration,8,0.99,1.3956285194183238E-7,-4,4,1.0495981E7
