Algorithm,Iteration,N,Evaluation,TrainingTime
SA,60,300,5.0,641968.0
GA,60,300,12.0,2.0963999E7
MIMIC,60,300,23.0,3.893847622E9
RHC,100,10,10.0,91373.0
SA,100,10,10.0,224886.0
GA,100,10,17.0,5254686.0
MIMIC,100,10,17.0,2.8855481E7
RHC,100,30,30.0,118547.0
SA,100,30,21.0,222523.0
GA,100,30,53.0,6220789.0
MIMIC,100,30,53.0,9.7010043E7
RHC,100,60,31.0,170929.0
SA,100,60,5.0,246153.0
GA,100,60,76.0,7739457.0
MIMIC,100,60,18.0,2.94123786E8
RHC,100,100,10.0,259544.0
SA,100,100,10.0,331224.0
GA,100,100,10.0,1.9647374E7
MIMIC,100,100,15.0,9.305552E8
RHC,100,200,4.0,443076.0
SA,100,200,2.0,508061.0
GA,100,200,16.0,1.7391428E7
MIMIC,100,200,41.0,2.71600198E9
RHC,100,300,5.0,727827.0
SA,100,300,7.0,781783.0
GA,100,300,8.0,2.542233E7
MIMIC,100,300,16.0,5.831570415E9
RHC,200,10,10.0,177230.0
SA,200,10,17.0,578165.0
GA,200,10,17.0,1.0275822E7
MIMIC,200,10,17.0,5.3517296E7
RHC,200,30,30.0,244184.0
SA,200,30,30.0,605340.0
GA,200,30,53.0,1.2451424E7
MIMIC,200,30,18.0,1.9684199E8
RHC,200,60,36.0,323741.0
SA,200,60,28.0,546264.0
GA,200,60,12.0,1.5079949E7
MIMIC,200,60,23.0,5.4810842E8
RHC,200,100,13.0,466707.0
SA,200,100,18.0,649451.0
GA,200,100,20.0,2.0273589E7
MIMIC,200,100,10.0,1.279794507E9
RHC,200,200,19.0,910176.0
SA,200,200,14.0,1103161.0
GA,200,200,8.0,3.6962396E7
MIMIC,200,200,33.0,4.937610154E9
RHC,200,300,6.0,1532846.0
SA,200,300,6.0,1697474.0
GA,200,300,13.0,4.8739163E7
MIMIC,200,300,32.0,1.2395388148E10
RHC,400,10,10.0,406843.0
SA,400,10,17.0,1506065.0
GA,400,10,17.0,2.4060412E7
MIMIC,400,10,17.0,1.18430116E8
RHC,400,30,30.0,507667.0
SA,400,30,30.0,1487554.0
GA,400,30,49.0,2.9528563E7
MIMIC,400,30,53.0,6.56215846E8
RHC,400,60,60.0,1213438.0
SA,400,60,52.0,2278790.0
GA,400,60,78.0,5.5364825E7
MIMIC,400,60,20.0,1.372102823E9
RHC,400,100,43.0,1500551.0
SA,400,100,29.0,2058236.0
GA,400,100,22.0,6.2363853E7
MIMIC,400,100,38.0,2.972608836E9
RHC,400,200,18.0,1817991.0
SA,400,200,15.0,5420101.0
GA,400,200,16.0,6.7524803E7
MIMIC,400,200,47.0,1.2178716434E10
RHC,400,300,13.0,2942419.0
SA,400,300,13.0,3287822.0
GA,400,300,18.0,9.7068726E7
MIMIC,400,300,62.0,2.2428613345E10
RHC,1000,10,10.0,918054.0
SA,1000,10,17.0,3441027.0
GA,1000,10,17.0,5.0716267E7
MIMIC,1000,10,17.0,2.54819191E8
RHC,1000,30,30.0,1185475.0
SA,1000,30,53.0,3673791.0
GA,1000,30,53.0,6.3707259E7
MIMIC,1000,30,53.0,1.262973368E9
RHC,1000,60,60.0,3561545.0
SA,1000,60,60.0,8601191.0
GA,1000,60,88.0,1.46603851E8
MIMIC,1000,60,47.0,3.308506235E9
RHC,1000,100,95.0,2732894.0
SA,1000,100,100.0,4348841.0
GA,1000,100,22.0,2.05512104E8
MIMIC,1000,100,84.0,7.26600716E9
RHC,1000,200,47.0,4505198.0
SA,1000,200,77.0,5759595.0
GA,1000,200,29.0,1.75583788E8
MIMIC,1000,200,83.0,2.6922048926E10
RHC,1000,300,22.0,1.1437666E7
SA,1000,300,28.0,1.2316729E7
GA,1000,300,9.0,3.92016832E8
MIMIC,1000,300,60.0,5.6850687674E10
RHC,10,10,5.0,13391.0
SA,10,10,3.0,20480.0
GA,10,10,17.0,589193.0
MIMIC,10,10,17.0,2929422.0
RHC,10,30,2.0,11816.0
SA,10,30,0.0,20480.0
GA,10,30,15.0,728220.0
MIMIC,10,30,41.0,1.2775165E7
RHC,10,60,2.0,20086.0
SA,10,60,0.0,27569.0
GA,10,60,15.0,984613.0
MIMIC,10,60,21.0,4.011631E7
RHC,10,100,1.0,31114.0
SA,10,100,1.0,37415.0
GA,10,100,9.0,1393819.0
MIMIC,10,100,15.0,1.04150067E8
RHC,10,200,0.0,57502.0
SA,10,200,2.0,61046.0
GA,10,200,10.0,2410728.0
MIMIC,10,200,19.0,3.82757525E8
RHC,10,300,4.0,79557.0
SA,10,300,8.0,87828.0
GA,10,300,8.0,3272461.0
MIMIC,10,300,30.0,8.42047098E8
RHC,30,10,10.0,30326.0
SA,30,10,0.0,53563.0
GA,30,10,17.0,1626976.0
MIMIC,30,10,16.0,7919444.0
RHC,30,30,18.0,36234.0
SA,30,30,3.0,59470.0
GA,30,30,42.0,1929055.0
MIMIC,30,30,44.0,3.4521342E7
RHC,30,60,14.0,57108.0
SA,30,60,0.0,80738.0
GA,30,60,13.0,2465078.0
MIMIC,30,60,85.0,9.1642324E7
RHC,30,100,4.0,82314.0
SA,30,100,1.0,100825.0
GA,30,100,15.0,3389827.0
MIMIC,30,100,22.0,2.24602581E8
RHC,30,200,5.0,139027.0
SA,30,200,0.0,166990.0
GA,30,200,11.0,5752113.0
MIMIC,30,200,18.0,8.81953489E8
RHC,30,300,3.0,352097.0
SA,30,300,1.0,419445.0
GA,30,300,10.0,1.4721549E7
MIMIC,30,300,20.0,2.746590382E9
RHC,60,10,10.0,91766.0
SA,60,10,10.0,175262.0
GA,60,10,17.0,5158587.0
MIMIC,60,10,14.0,2.3991884E7
RHC,60,30,25.0,102006.0
SA,60,30,6.0,168172.0
GA,60,30,40.0,5332274.0
MIMIC,60,30,43.0,1.10418512E8
RHC,60,60,13.0,200073.0
SA,60,60,1.0,295384.0
GA,60,60,77.0,1.004109E7
MIMIC,60,60,76.0,3.25764937E8
RHC,60,100,12.0,222129.0
SA,60,100,3.0,290657.0
GA,60,100,10.0,9757127.0
MIMIC,60,100,16.0,4.94708883E8
RHC,60,200,3.0,284357.0
SA,60,200,0.0,325317.0
GA,60,200,12.0,1.0744498E7
MIMIC,60,200,11.0,1.933652401E9
RHC,60,300,4.0,657328.0
SA,60,300,1.0,704983.0
GA,60,300,10.0,2.2509844E7
MIMIC,60,300,38.0,3.844866638E9
RHC,100,10,10.0,172898.0
SA,100,10,17.0,415901.0
GA,100,10,17.0,9005670.0
MIMIC,100,10,17.0,4.1783065E7
RHC,100,30,30.0,186289.0
SA,100,30,21.0,356824.0
GA,100,30,41.0,9917816.0
MIMIC,100,30,43.0,1.46347851E8
RHC,100,60,20.0,197711.0
SA,100,60,13.0,333981.0
GA,100,60,22.0,9970198.0
MIMIC,100,60,20.0,3.15850271E8
RHC,100,100,19.0,269784.0
SA,100,100,4.0,319802.0
GA,100,100,16.0,1.0413274E7
MIMIC,100,100,17.0,9.2644109E8
RHC,100,200,8.0,504909.0
SA,100,200,5.0,625033.0
GA,100,200,10.0,2.0554007E7
MIMIC,100,200,16.0,2.961221583E9
RHC,100,300,7.0,1228797.0
SA,100,300,2.0,1354435.0
GA,100,300,9.0,4.3286767E7
MIMIC,100,300,26.0,7.351145913E9
RHC,200,10,10.0,378486.0
SA,200,10,17.0,1217376.0
GA,200,10,17.0,2.220737E7
MIMIC,200,10,17.0,1.10723348E8
RHC,200,30,30.0,519876.0
SA,200,30,30.0,1299296.0
GA,200,30,41.0,2.8514805E7
MIMIC,200,30,52.0,2.96973258E8
RHC,200,60,54.0,416689.0
SA,200,60,39.0,782571.0
GA,200,60,80.0,1.9649738E7
MIMIC,200,60,25.0,5.76126585E8
RHC,200,100,29.0,505304.0
SA,200,100,17.0,672294.0
GA,200,100,14.0,2.0364173E7
MIMIC,200,100,24.0,1.470817825E9
RHC,200,200,5.0,1130337.0
SA,200,200,4.0,1417844.0
GA,200,200,13.0,4.9630435E7
MIMIC,200,200,38.0,6.062817169E9
RHC,200,300,6.0,1431628.0
SA,200,300,8.0,1560415.0
GA,200,300,12.0,4.7934537E7
MIMIC,200,300,44.0,1.072529122E10
RHC,400,10,10.0,343434.0
SA,400,10,10.0,1248884.0
GA,400,10,17.0,2.0525256E7
MIMIC,400,10,17.0,1.05169339E8
RHC,400,30,30.0,469463.0
SA,400,30,53.0,1403665.0
GA,400,30,53.0,2.4234099E7
MIMIC,400,30,50.0,3.86648324E8
RHC,400,60,60.0,678596.0
SA,400,60,60.0,1381610.0
GA,400,60,81.0,3.0029534E7
MIMIC,400,60,52.0,1.034177515E9
RHC,400,100,49.0,4375230.0
SA,400,100,37.0,1330804.0
GA,400,100,16.0,3.9977283E7
MIMIC,400,100,34.0,3.160813007E9
RHC,400,200,37.0,2319749.0
SA,400,200,30.0,2977866.0
GA,400,200,14.0,9.9369965E7
MIMIC,400,200,44.0,9.590356221E9
RHC,400,300,19.0,4580423.0
SA,400,300,26.0,5409468.0
GA,400,300,15.0,1.67447728E8
MIMIC,400,300,39.0,2.4507476959E10
RHC,1000,10,17.0,1319776.0
SA,1000,10,17.0,5208212.0
GA,1000,10,17.0,6.9744123E7
MIMIC,1000,10,17.0,4.71325491E8
RHC,1000,30,53.0,1771123.0
SA,1000,30,30.0,5229874.0
GA,1000,30,53.0,8.7916546E7
MIMIC,1000,30,30.0,1.264084799E9
RHC,1000,60,60.0,1780969.0
SA,1000,60,60.0,4041248.0
GA,1000,60,51.0,7.5119325E7
MIMIC,1000,60,56.0,3.465207889E9
RHC,1000,100,100.0,4373260.0
SA,1000,100,82.0,6945858.0
GA,1000,100,25.0,1.63358825E8
MIMIC,1000,100,85.0,7.173999347E9
RHC,1000,200,50.0,7887543.0
SA,1000,200,57.0,9479073.0
GA,1000,200,17.0,3.17368546E8
MIMIC,1000,200,70.0,2.7686071301E10
RHC,1000,300,51.0,7237698.0
SA,1000,300,55.0,8158115.0
GA,1000,300,13.0,3.40136357E8
MIMIC,1000,300,107.0,5.4821610457E10
RHC,10,10,10.0,24025.0
SA,10,10,0.0,36628.0
GA,10,10,17.0,1084257.0
MIMIC,10,10,17.0,5392138.0
RHC,10,30,10.0,23237.0
SA,10,30,0.0,37809.0
GA,10,30,43.0,1346952.0
MIMIC,10,30,8.0,2.2531899E7
RHC,10,60,8.0,30326.0
SA,10,60,0.0,42929.0
GA,10,60,16.0,1583653.0
MIMIC,10,60,11.0,6.7121112E7
RHC,10,100,4.0,44505.0
SA,10,100,0.0,55139.0
GA,10,100,9.0,2168907.0
MIMIC,10,100,20.0,1.38412259E8
RHC,10,200,1.0,66954.0
SA,10,200,1.0,79951.0
GA,10,200,8.0,3010161.0
MIMIC,10,200,15.0,4.16222573E8
RHC,10,300,2.0,80344.0
SA,10,300,2.0,86646.0
GA,10,300,15.0,3289792.0
MIMIC,10,300,16.0,8.58047858E8
RHC,30,10,10.0,30326.0
SA,30,10,2.0,52775.0
GA,30,10,17.0,1643124.0
MIMIC,30,10,17.0,8102189.0
RHC,30,30,10.0,34658.0
SA,30,30,0.0,58289.0
GA,30,30,47.0,1958200.0
MIMIC,30,30,42.0,3.2015303E7
RHC,30,60,14.0,57108.0
SA,30,60,9.0,81132.0
GA,30,60,11.0,2482014.0
MIMIC,30,60,20.0,9.3753336E7
RHC,30,100,5.0,81920.0
SA,30,100,3.0,99249.0
GA,30,100,14.0,3388646.0
MIMIC,30,100,17.0,2.32364487E8
RHC,30,200,6.0,144148.0
SA,30,200,4.0,167384.0
GA,30,200,12.0,5783226.0
MIMIC,30,200,17.0,8.28535836E8
RHC,30,300,2.0,226461.0
SA,30,300,3.0,233944.0
GA,30,300,14.0,7614214.0
MIMIC,30,300,16.0,2.391427638E9
RHC,60,10,10.0,56714.0
SA,60,10,17.0,106732.0
GA,60,10,17.0,3189754.0
MIMIC,60,10,17.0,1.5753425E7
RHC,60,30,30.0,79163.0
SA,60,30,3.0,116184.0
GA,60,30,44.0,3735624.0
MIMIC,60,30,53.0,6.1437922E7
RHC,60,60,9.0,97674.0
SA,60,60,10.0,147299.0
GA,60,60,13.0,4710391.0
MIMIC,60,60,14.0,1.76936252E8
RHC,60,100,3.0,156751.0
SA,60,100,5.0,196529.0
GA,60,100,12.0,6359029.0
MIMIC,60,100,16.0,6.43317407E8
RHC,60,200,2.0,341858.0
SA,60,200,4.0,403298.0
GA,60,200,12.0,1.3805859E7
MIMIC,60,200,22.0,2.165119313E9
RHC,60,300,3.0,524208.0
SA,60,300,2.0,591556.0
GA,60,300,11.0,2.2549227E7
MIMIC,60,300,28.0,4.118257218E9
RHC,100,10,10.0,192984.0
SA,100,10,10.0,491913.0
GA,100,10,17.0,1.1186393E7
MIMIC,100,10,17.0,5.4868185E7
RHC,100,30,26.0,239065.0
SA,100,30,22.0,465920.0
GA,100,30,47.0,1.3132776E7
MIMIC,100,30,48.0,1.73386129E8
RHC,100,60,31.0,247729.0
SA,100,60,10.0,393451.0
GA,100,60,13.0,1.2250563E7
MIMIC,100,60,18.0,3.54341969E8
RHC,100,100,11.0,278843.0
SA,100,100,15.0,333981.0
GA,100,100,12.0,1.0975686E7
MIMIC,100,100,22.0,9.54441534E8
RHC,100,200,12.0,786903.0
SA,100,200,2.0,906632.0
GA,100,200,16.0,3.3512309E7
MIMIC,100,200,32.0,2.598928662E9
RHC,100,300,5.0,698682.0
SA,100,300,4.0,780208.0
GA,100,300,8.0,2.2678409E7
MIMIC,100,300,33.0,6.084028503E9
RHC,200,10,17.0,187864.0
SA,200,10,17.0,578165.0
GA,200,10,17.0,1.0334899E7
MIMIC,200,10,17.0,5.5089133E7
RHC,200,30,30.0,246154.0
SA,200,30,30.0,594313.0
GA,200,30,43.0,1.2055216E7
MIMIC,200,30,50.0,1.9200478E8
RHC,200,60,52.0,329255.0
SA,200,60,17.0,552172.0
GA,200,60,79.0,1.8050331E7
MIMIC,200,60,26.0,5.48284075E8
RHC,200,100,26.0,506879.0
SA,200,100,23.0,660478.0
GA,200,100,13.0,2.4210862E7
MIMIC,200,100,29.0,1.816412879E9
RHC,200,200,6.0,886153.0
SA,200,200,16.0,1097648.0
GA,200,200,14.0,3.6810372E7
MIMIC,200,200,37.0,4.766204673E9
RHC,200,300,15.0,1398545.0
SA,200,300,13.0,1595862.0
GA,200,300,21.0,4.4463576E7
MIMIC,200,300,42.0,1.1284731754E10
RHC,400,10,10.0,346190.0
SA,400,10,17.0,1299296.0
GA,400,10,17.0,2.0379927E7
MIMIC,400,10,17.0,1.05313881E8
RHC,400,30,30.0,473796.0
SA,400,30,53.0,1403272.0
GA,400,30,53.0,2.7601478E7
MIMIC,400,30,49.0,3.86454946E8
RHC,400,60,59.0,681353.0
SA,400,60,60.0,1400514.0
GA,400,60,24.0,2.9605363E7
MIMIC,400,60,26.0,1.796542588E9
RHC,400,100,60.0,1332773.0
SA,400,100,38.0,1981437.0
GA,400,100,21.0,7.1312415E7
MIMIC,400,100,30.0,2.970088619E9
RHC,400,200,14.0,1794753.0
SA,400,200,11.0,2157485.0
GA,400,200,27.0,7.0662176E7
MIMIC,400,200,45.0,1.2495016083E10
RHC,400,300,4.0,3179908.0
SA,400,300,16.0,3624560.0
GA,400,300,14.0,1.05871172E8
MIMIC,400,300,31.0,2.0983663684E10
RHC,1000,10,17.0,868429.0
SA,1000,10,10.0,3320511.0
GA,1000,10,17.0,6.620739E7
MIMIC,1000,10,17.0,5.46494835E8
RHC,1000,30,30.0,2492254.0
SA,1000,30,30.0,7887149.0
GA,1000,30,53.0,1.33599862E8
MIMIC,1000,30,30.0,1.224662051E9
RHC,1000,60,60.0,1823505.0
SA,1000,60,60.0,4013285.0
GA,1000,60,36.0,7.5339879E7
MIMIC,1000,60,98.0,3.794956179E9
RHC,1000,100,82.0,2594260.0
SA,1000,100,97.0,4226750.0
GA,1000,100,26.0,1.54485486E8
MIMIC,1000,100,55.0,7.594336424E9
RHC,1000,200,68.0,4583574.0
SA,1000,200,43.0,5554402.0
GA,1000,200,16.0,1.72800482E8
MIMIC,1000,200,71.0,2.6931260971E10
RHC,1000,300,23.0,6989575.0
SA,1000,300,48.0,8001759.0
GA,1000,300,14.0,2.26679722E8
MIMIC,1000,300,89.0,5.4333468554E10
RHC,10,10,10.0,19298.0
SA,10,10,3.0,28751.0
GA,10,10,17.0,841648.0
MIMIC,10,10,17.0,3890799.0
RHC,10,30,5.0,15360.0
SA,10,30,0.0,27175.0
GA,10,30,39.0,935383.0
MIMIC,10,30,43.0,1.6641546E7
RHC,10,60,0.0,24813.0
SA,10,60,0.0,34264.0
GA,10,60,8.0,1254004.0
MIMIC,10,60,15.0,5.2682344E7
RHC,10,100,3.0,37415.0
SA,10,100,3.0,47262.0
GA,10,100,14.0,1753794.0
MIMIC,10,100,24.0,1.52160223E8
RHC,10,200,0.0,98855.0
SA,10,200,1.0,109883.0
GA,10,200,7.0,4745050.0
MIMIC,10,200,21.0,5.81105185E8
RHC,10,300,1.0,86646.0
SA,10,300,1.0,91372.0
GA,10,300,9.0,3506406.0
MIMIC,10,300,19.0,8.4830806E8
RHC,30,10,10.0,30720.0
SA,30,10,13.0,53957.0
GA,30,10,17.0,1638397.0
MIMIC,30,10,16.0,1.1134798E7
RHC,30,30,19.0,35446.0
SA,30,30,1.0,59865.0
GA,30,30,41.0,1934569.0
MIMIC,30,30,45.0,3.2103524E7
RHC,30,60,12.0,63015.0
SA,30,60,2.0,81526.0
GA,30,60,9.0,2468623.0
MIMIC,30,60,22.0,9.3611157E7
RHC,30,100,10.0,81526.0
SA,30,100,0.0,104763.0
GA,30,100,15.0,3391404.0
MIMIC,30,100,30.0,2.26108251E8
RHC,30,200,6.0,152419.0
SA,30,200,5.0,155569.0
GA,30,200,10.0,5761959.0
MIMIC,30,200,16.0,8.27273168E8
RHC,30,300,6.0,234732.0
SA,30,300,1.0,244579.0
GA,30,300,9.0,7647691.0
MIMIC,30,300,18.0,2.349367701E9
RHC,60,10,10.0,57895.0
SA,60,10,10.0,106732.0
GA,60,10,17.0,3208659.0
MIMIC,60,10,17.0,1.5298927E7
RHC,60,30,22.0,71286.0
SA,60,30,8.0,120517.0
GA,60,30,43.0,3710418.0
MIMIC,60,30,45.0,5.8620352E7
RHC,60,60,6.0,103975.0
SA,60,60,1.0,146511.0
GA,60,60,18.0,4742687.0
MIMIC,60,60,10.0,1.79425356E8
RHC,60,100,4.0,155175.0
SA,60,100,5.0,188652.0
GA,60,100,22.0,6391718.0
MIMIC,60,100,37.0,4.87600761E8
RHC,60,200,5.0,447015.0
SA,60,200,0.0,643149.0
GA,60,200,15.0,2.0586696E7
MIMIC,60,200,20.0,2.342037055E9
RHC,60,300,2.0,705771.0
SA,60,300,6.0,812110.0
GA,60,300,11.0,2.7060333E7
MIMIC,60,300,24.0,3.91312557E9
RHC,100,10,10.0,166203.0
SA,100,10,10.0,386363.0
GA,100,10,17.0,8132121.0
MIMIC,100,10,17.0,3.8785112E7
RHC,100,30,22.0,174474.0
SA,100,30,25.0,356824.0
GA,100,30,41.0,1.6183897E7
MIMIC,100,30,51.0,2.0626868E8
RHC,100,60,17.0,269390.0
SA,100,60,9.0,428504.0
GA,100,60,74.0,1.7754553E7
MIMIC,100,60,24.0,4.11249486E8
RHC,100,100,12.0,269784.0
SA,100,100,9.0,377304.0
GA,100,100,20.0,1.1952815E7
MIMIC,100,100,29.0,1.016779785E9
RHC,100,200,3.0,765242.0
SA,100,200,3.0,902300.0
GA,100,200,12.0,3.3329565E7
MIMIC,100,200,39.0,3.456605123E9
RHC,100,300,5.0,716405.0
SA,100,300,9.0,784934.0
GA,100,300,7.0,2.2754815E7
MIMIC,100,300,23.0,6.318492186E9
RHC,200,10,10.0,173292.0
SA,200,10,17.0,610461.0
GA,200,10,17.0,1.0243921E7
MIMIC,200,10,17.0,5.0889166E7
RHC,200,30,30.0,230793.0
SA,200,30,30.0,632122.0
GA,200,30,52.0,1.2397073E7
MIMIC,200,30,46.0,1.97409914E8
RHC,200,60,17.0,289871.0
SA,200,60,32.0,572257.0
GA,200,60,77.0,1.5160293E7
MIMIC,200,60,27.0,5.51532512E8
RHC,200,100,13.0,506485.0
SA,200,100,18.0,660085.0
GA,200,100,26.0,2.3436956E7
MIMIC,200,100,28.0,1.992212493E9
RHC,200,200,13.0,1177598.0
SA,200,200,11.0,1368613.0
GA,200,200,10.0,5.1434248E7
MIMIC,200,200,17.0,5.519440803E9
RHC,200,300,8.0,1559628.0
SA,200,300,14.0,1817990.0
GA,200,300,11.0,5.5549932E7
MIMIC,200,300,41.0,1.2222124899E10
RHC,400,10,17.0,349341.0
SA,400,10,17.0,1248490.0
GA,400,10,17.0,2.0531164E7
MIMIC,400,10,17.0,1.04685697E8
RHC,400,30,30.0,470251.0
SA,400,30,30.0,1363887.0
GA,400,30,53.0,2.4317988E7
MIMIC,400,30,53.0,3.80907238E8
RHC,400,60,60.0,638423.0
SA,400,60,60.0,1415481.0
GA,400,60,33.0,3.0237879E7
MIMIC,400,60,35.0,1.056070596E9
RHC,400,100,23.0,999974.0
SA,400,100,46.0,1503308.0
GA,400,100,17.0,3.9943806E7
MIMIC,400,100,41.0,2.747235107E9
RHC,400,200,40.0,1802237.0
SA,400,200,25.0,2068083.0
GA,400,200,21.0,6.7563006E7
MIMIC,400,200,46.0,9.424243629E9
RHC,400,300,18.0,3828572.0
SA,400,300,26.0,4073938.0
GA,400,300,15.0,1.62809016E8
MIMIC,400,300,47.0,2.2774691254E10
RHC,1000,10,10.0,887334.0
SA,1000,10,17.0,3399280.0
GA,1000,10,17.0,5.5255336E7
MIMIC,1000,10,17.0,2.53135108E8
RHC,1000,30,30.0,1197291.0
SA,1000,30,30.0,3593446.0
GA,1000,30,53.0,6.0739634E7
MIMIC,1000,30,53.0,1.306530312E9
RHC,1000,60,60.0,3077508.0
SA,1000,60,107.0,7391692.0
GA,1000,60,95.0,1.22085789E8
MIMIC,1000,60,49.0,3.533974881E9
RHC,1000,100,84.0,3928609.0
SA,1000,100,81.0,6355878.0
GA,1000,100,30.0,1.91750355E8
MIMIC,1000,100,57.0,8.097129379E9
RHC,1000,200,59.0,7905660.0
SA,1000,200,61.0,1.0375465E7
GA,1000,200,18.0,3.25538475E8
MIMIC,1000,200,68.0,2.5669008341E10
RHC,1000,300,39.0,9494826.0
SA,1000,300,34.0,1.0956387E7
GA,1000,300,25.0,3.94713097E8
MIMIC,1000,300,73.0,5.8502958764E10
RHC,10,10,10.0,24024.0
SA,10,10,4.0,34659.0
GA,10,10,17.0,1009426.0
MIMIC,10,10,17.0,5106600.0
RHC,10,30,3.0,21268.0
SA,10,30,0.0,36627.0
GA,10,30,45.0,1258336.0
MIMIC,10,30,43.0,2.2503542E7
RHC,10,60,4.0,31508.0
SA,10,60,3.0,44899.0
GA,10,60,10.0,1677388.0
MIMIC,10,60,18.0,6.1814832E7
RHC,10,100,4.0,42535.0
SA,10,100,0.0,51200.0
GA,10,100,15.0,5813947.0
MIMIC,10,100,14.0,2.14838364E8
RHC,10,200,1.0,97280.0
SA,10,200,2.0,108701.0
GA,10,200,9.0,4709604.0
MIMIC,10,200,20.0,5.25089334E8
RHC,10,300,2.0,86646.0
SA,10,300,0.0,89797.0
GA,10,300,7.0,3500499.0
MIMIC,10,300,16.0,1.23318526E9
RHC,30,10,10.0,56320.0
SA,30,10,0.0,98461.0
GA,30,10,17.0,3058210.0
MIMIC,30,10,17.0,1.4528565E7
RHC,30,30,11.0,62228.0
SA,30,30,6.0,108702.0
GA,30,30,40.0,3556818.0
MIMIC,30,30,47.0,5.2945826E7
RHC,30,60,9.0,90584.0
SA,30,60,3.0,123273.0
GA,30,60,11.0,3955390.0
MIMIC,30,60,17.0,1.43429457E8
RHC,30,100,5.0,101612.0
SA,30,100,1.0,120122.0
GA,30,100,13.0,4268103.0
MIMIC,30,100,13.0,2.71187015E8
RHC,30,200,1.0,140996.0
SA,30,200,1.0,165415.0
GA,30,200,15.0,5782045.0
MIMIC,30,200,17.0,1.004121987E9
RHC,30,300,6.0,278055.0
SA,30,300,1.0,298928.0
GA,30,300,11.0,1.4010264E7
MIMIC,30,300,34.0,2.369597573E9
RHC,60,10,10.0,120911.0
SA,60,10,8.0,231187.0
GA,60,10,17.0,6844640.0
MIMIC,60,10,17.0,3.3326021E7
RHC,60,30,30.0,171323.0
SA,60,30,5.0,248122.0
GA,60,30,44.0,8043505.0
MIMIC,60,30,51.0,1.20227233E8
RHC,60,60,9.0,154388.0
SA,60,60,7.0,265451.0
GA,60,60,22.0,8705166.0
MIMIC,60,60,18.0,2.54985001E8
RHC,60,100,23.0,179987.0
SA,60,100,3.0,238276.0
GA,60,100,12.0,7970251.0
MIMIC,60,100,19.0,7.58566041E8
RHC,60,200,3.0,398178.0
SA,60,200,0.0,506091.0
GA,60,200,8.0,1.9363412E7
MIMIC,60,200,21.0,2.249682659E9
RHC,60,300,3.0,704590.0
SA,60,300,1.0,806202.0
GA,60,300,11.0,2.7054032E7
MIMIC,60,300,18.0,4.299240232E9
RHC,100,10,10.0,90584.0
SA,100,10,10.0,231975.0
GA,100,10,17.0,5236176.0
MIMIC,100,10,17.0,2.5672423E7
RHC,100,30,24.0,116972.0
SA,100,30,23.0,230005.0
GA,100,30,43.0,9304599.0
MIMIC,100,30,42.0,9.7875322E7
RHC,100,60,20.0,153994.0
SA,100,60,16.0,251667.0
GA,100,60,21.0,7730792.0
MIMIC,100,60,81.0,4.80360306E8
RHC,100,100,28.0,329255.0
SA,100,100,7.0,434412.0
GA,100,100,15.0,1.4271384E7
MIMIC,100,100,20.0,9.32945055E8
RHC,100,200,7.0,1551751.0
SA,100,200,4.0,1711259.0
GA,100,200,15.0,3.3203535E7
MIMIC,100,200,18.0,3.23466927E9
RHC,100,300,10.0,711285.0
SA,100,300,5.0,777057.0
GA,100,300,7.0,2.283319E7
MIMIC,100,300,24.0,5.741685036E9
RHC,200,10,17.0,179199.0
SA,200,10,10.0,571470.0
GA,200,10,17.0,1.0244708E7
MIMIC,200,10,17.0,5.3525567E7
RHC,200,30,30.0,233944.0
SA,200,30,53.0,607704.0
GA,200,30,51.0,1.218676E7
MIMIC,200,30,47.0,3.11827533E8
RHC,200,60,35.0,617944.0
SA,200,60,18.0,1001155.0
GA,200,60,28.0,3.3978623E7
MIMIC,200,60,22.0,9.18252649E8
RHC,200,100,21.0,545870.0
SA,200,100,18.0,754214.0
GA,200,100,11.0,3.4480776E7
MIMIC,200,100,37.0,1.752776906E9
RHC,200,200,18.0,902300.0
SA,200,200,4.0,1021635.0
GA,200,200,11.0,3.7693767E7
MIMIC,200,200,23.0,5.914236214E9
RHC,200,300,6.0,1534028.0
SA,200,300,17.0,1669117.0
GA,200,300,12.0,4.8033391E7
MIMIC,200,300,22.0,1.2294971342E10
RHC,400,10,10.0,285144.0
SA,400,10,10.0,1052749.0
GA,400,10,17.0,1.7307933E7
MIMIC,400,10,17.0,8.3666953E7
RHC,400,30,30.0,402116.0
SA,400,30,30.0,1139789.0
GA,400,30,47.0,2.0183792E7
MIMIC,400,30,53.0,7.3269512E8
RHC,400,60,60.0,1070472.0
SA,400,60,54.0,2214593.0
GA,400,60,19.0,5.0529191E7
MIMIC,400,60,35.0,1.306542915E9
RHC,400,100,49.0,1380035.0
SA,400,100,36.0,1987344.0
GA,400,100,11.0,7.6691557E7
MIMIC,400,100,43.0,3.541327976E9
RHC,400,200,24.0,2437510.0
SA,400,200,46.0,3203538.0
GA,400,200,16.0,1.00822467E8
MIMIC,400,200,60.0,1.1310029235E10
RHC,400,300,21.0,4542614.0
SA,400,300,33.0,5408680.0
GA,400,300,17.0,1.60970546E8
MIMIC,400,300,67.0,2.1984855855E10
RHC,1000,10,17.0,860553.0
SA,1000,10,17.0,3390221.0
GA,1000,10,17.0,5.0761165E7
MIMIC,1000,10,17.0,2.58606016E8
